image_id,healthy,multiple_diseases,rust,scab
Train_1068,0,0,1,0
Train_1069,0,0,1,0
Train_1070,0,0,1,0
Train_1071,0,0,1,0
Train_1072,1,0,0,0
Train_1073,0,0,1,0
Train_1074,0,0,0,1
Train_1075,0,0,0,1
Train_1076,0,0,0,1
Train_1077,0,0,0,1
Train_1078,0,0,1,0
Train_1079,1,0,0,0
Train_1080,1,0,0,0
Train_1081,0,0,1,0
Train_1082,1,0,0,0
Train_1083,0,0,0,1
Train_1084,0,0,1,0
Train_1085,1,0,0,0
Train_1086,1,0,0,0
Train_1087,0,0,1,0
Train_1088,0,0,0,1
Train_1089,0,0,0,1
Train_1090,0,0,0,1
Train_1091,1,0,0,0
Train_1092,1,0,0,0
Train_1093,0,0,1,0
Train_1094,0,0,0,1
Train_1095,0,0,0,1
Train_1096,0,0,1,0
Train_1097,1,0,0,0
Train_1098,0,0,0,1
Train_1099,0,0,0,1
Train_1100,0,0,0,1
Train_1101,1,0,0,0
Train_1102,0,0,1,0
Train_1103,1,0,0,0
Train_1104,0,0,0,1
Train_1105,0,0,1,0
Train_1106,0,0,1,0
Train_1107,0,0,0,1
Train_1108,0,0,1,0
Train_1109,0,0,0,1
Train_1110,1,0,0,0
Train_1111,0,0,1,0
Train_1112,0,0,1,0
Train_1113,0,0,1,0
Train_1114,1,0,0,0
Train_1115,1,0,0,0
Train_1116,0,0,1,0
Train_1117,1,0,0,0
Train_1118,0,0,1,0
Train_1119,0,1,0,0
Train_1120,0,0,0,1
Train_1121,0,0,1,0
Train_1122,0,0,1,0
Train_1123,1,0,0,0
Train_1124,0,0,0,1
Train_1125,0,0,1,0
Train_1126,0,0,1,0
Train_1127,0,0,0,1
Train_1128,0,0,0,1
Train_1129,0,1,0,0
Train_1130,0,0,0,1
Train_1131,1,0,0,0
Train_1132,0,0,0,1
Train_1133,1,0,0,0
Train_1134,0,1,0,0
Train_1135,0,0,0,1
Train_1136,0,0,0,1
Train_1137,0,0,0,1
Train_1138,0,0,1,0
Train_1139,1,0,0,0
Train_1140,0,0,0,1
Train_1141,1,0,0,0
Train_1142,0,0,1,0
Train_1143,0,0,0,1
Train_1144,0,0,1,0
Train_1145,0,0,1,0
Train_1146,1,0,0,0
Train_1147,0,0,1,0
Train_1148,0,0,1,0
Train_1149,0,0,1,0
Train_1150,0,0,1,0
Train_1151,1,0,0,0
Train_1152,0,0,0,1
Train_1153,1,0,0,0
Train_1154,0,0,1,0
Train_1155,0,0,0,1
Train_1156,0,0,0,1
Train_1157,0,0,0,1
Train_1158,0,0,1,0
Train_1159,1,0,0,0
Train_1160,1,0,0,0
Train_1161,0,1,0,0
Train_1162,0,0,0,1
Train_1163,0,0,1,0
Train_1164,1,0,0,0
Train_1165,0,0,1,0
Train_1166,0,0,0,1
Train_1167,0,0,0,1
Train_1168,0,0,0,1
Train_1169,0,0,1,0
Train_1170,0,0,0,1
Train_1171,1,0,0,0
Train_1172,0,0,0,1
Train_1173,0,1,0,0
Train_1174,0,0,0,1
Train_1175,0,0,1,0
Train_1176,1,0,0,0
Train_1177,0,0,1,0
Train_1178,0,0,0,1
Train_1179,0,0,1,0
Train_1180,1,0,0,0
Train_1181,0,0,0,1
Train_1182,0,0,0,1
Train_1183,0,0,0,1
Train_1184,0,0,1,0
Train_1185,0,0,1,0
Train_1186,1,0,0,0
Train_1187,0,0,1,0
Train_1188,0,0,0,1
Train_1189,0,0,1,0
Train_1190,0,0,0,1
Train_1191,0,0,1,0
Train_1192,0,0,0,1
Train_1193,1,0,0,0
Train_1194,0,0,1,0
Train_1195,1,0,0,0
Train_1196,0,0,1,0
Train_1197,0,1,0,0
Train_1198,1,0,0,0
Train_1199,1,0,0,0
Train_1200,0,0,1,0
Train_1201,0,0,0,1
Train_1202,0,0,0,1
Train_1203,0,0,0,1
Train_1204,0,0,1,0
Train_1205,0,0,1,0
Train_1206,0,0,1,0
Train_1207,0,0,1,0
Train_1208,0,0,0,1
Train_1209,0,0,0,1
Train_1210,1,0,0,0
Train_1211,0,0,0,1
Train_1212,0,0,0,1
Train_1213,0,0,1,0
Train_1214,1,0,0,0
Train_1215,0,0,1,0
Train_1216,0,1,0,0
Train_1217,0,0,0,1
Train_1218,0,0,0,1
Train_1219,0,0,1,0
Train_1220,0,0,1,0
Train_1221,0,0,0,1
Train_1222,0,0,1,0
Train_1223,1,0,0,0
Train_1224,1,0,0,0
Train_1225,0,0,1,0
Train_1226,0,0,0,1
Train_1227,1,0,0,0
Train_1228,0,0,0,1
Train_1229,0,0,1,0
Train_1230,1,0,0,0
Train_1231,0,0,1,0
Train_1232,0,0,0,1
Train_1233,0,0,1,0
Train_1234,0,1,0,0
Train_1235,0,0,1,0
Train_1236,0,1,0,0
Train_1237,1,0,0,0
Train_1238,0,0,0,1
Train_1239,1,0,0,0
Train_1240,1,0,0,0
Train_1241,0,0,0,1
Train_1242,0,0,0,1
Train_1243,0,0,0,1
Train_1244,0,0,1,0
Train_1245,1,0,0,0
Train_1246,0,0,0,1
Train_1247,1,0,0,0
Train_1248,1,0,0,0
Train_1249,0,0,0,1
Train_1250,0,0,0,1
Train_1251,1,0,0,0
Train_1252,0,0,0,1
Train_1253,0,0,1,0
Train_1254,1,0,0,0
Train_1255,0,0,1,0
Train_1256,0,0,1,0
Train_1257,1,0,0,0
Train_1258,0,0,0,1
Train_1259,0,0,0,1
Train_1260,0,0,1,0
Train_1261,1,0,0,0
Train_1262,0,0,1,0
Train_1263,0,0,1,0
Train_1264,0,1,0,0
Train_1265,1,0,0,0
Train_1266,0,0,1,0
Train_1267,0,0,1,0
Train_1268,0,0,1,0
Train_1269,0,0,0,1
Train_1270,0,1,0,0
Train_1271,1,0,0,0
Train_1272,0,0,1,0
Train_1273,0,0,0,1
Train_1274,0,0,0,1
Train_1275,0,0,1,0
Train_1276,0,0,0,1
Train_1277,1,0,0,0
Train_1278,0,0,0,1
Train_1279,0,0,0,1
Train_1280,0,1,0,0
Train_1281,0,0,0,1
Train_1282,1,0,0,0
Train_1283,0,0,1,0
Train_1284,0,0,1,0
Train_1285,1,0,0,0
Train_1286,1,0,0,0
Train_1287,1,0,0,0
Train_1288,0,0,0,1
Train_1289,1,0,0,0
Train_1290,0,0,1,0
Train_1291,0,0,1,0
Train_1292,0,0,1,0
Train_1293,0,0,0,1
Train_1294,0,0,0,1
Train_1295,0,0,0,1
Train_1296,0,0,0,1
Train_1297,1,0,0,0
Train_1298,0,0,0,1
Train_1299,0,0,1,0
Train_1300,0,0,1,0
Train_1301,0,0,0,1
Train_1302,0,0,1,0
Train_1303,0,0,0,1
Train_1304,1,0,0,0
Train_1305,0,0,0,1
Train_1306,1,0,0,0
Train_1307,0,0,1,0
Train_1308,0,0,0,1
Train_1309,1,0,0,0
Train_1310,0,1,0,0
Train_1311,0,0,1,0
Train_1312,0,0,0,1
Train_1313,1,0,0,0
Train_1314,0,0,1,0
Train_1315,0,0,0,1
Train_1316,0,0,1,0
Train_1317,0,0,0,1
Train_1318,0,0,1,0
Train_1319,0,0,1,0
Train_1320,0,0,1,0
Train_1321,0,0,1,0
Train_1322,0,0,1,0
Train_1323,0,0,0,1
Train_1324,0,0,1,0
Train_1325,1,0,0,0
Train_1326,0,0,1,0
Train_1327,0,0,1,0
Train_1328,1,0,0,0
Train_1329,0,0,0,1
Train_1330,0,0,1,0
Train_1331,0,0,0,1
Train_1332,0,0,1,0
Train_1333,0,0,0,1
Train_1334,0,0,0,1
Train_1335,1,0,0,0
Train_1336,0,0,0,1
Train_1337,0,0,0,1
Train_1338,0,0,0,1
Train_1339,0,0,0,1
Train_1340,0,0,1,0
Train_1341,1,0,0,0
Train_1342,0,0,1,0
Train_1343,0,0,0,1
Train_1344,0,0,1,0
Train_1345,0,0,0,1
Train_1346,0,0,0,1
Train_1347,1,0,0,0
Train_1348,1,0,0,0
Train_1349,1,0,0,0
Train_1350,0,0,0,1
Train_1351,0,0,1,0
Train_1352,0,0,1,0
Train_1353,0,0,0,1
Train_1354,1,0,0,0
Train_1355,1,0,0,0
Train_1356,1,0,0,0
Train_1357,1,0,0,0
Train_1358,0,1,0,0
Train_1359,0,0,1,0
Train_1360,0,0,0,1
Train_1361,0,0,0,1
Train_1362,0,0,0,1
Train_1363,0,0,0,1
Train_1364,0,0,1,0
Train_1365,0,0,1,0
Train_1366,1,0,0,0
Train_1367,0,0,0,1
Train_1368,1,0,0,0
Train_1369,0,1,0,0
Train_1370,0,0,1,0
Train_1371,1,0,0,0
Train_1372,1,0,0,0
Train_1373,0,0,1,0
Train_1374,0,0,1,0
Train_1375,0,0,0,1
Train_1376,0,0,1,0
Train_1377,1,0,0,0
Train_1378,0,0,1,0
Train_1379,0,0,1,0
Train_1380,1,0,0,0
Train_1381,1,0,0,0
Train_1382,0,0,0,1
Train_1383,0,0,0,1
Train_1384,0,0,0,1
Train_1385,0,0,0,1
Train_1386,1,0,0,0
Train_1387,0,0,1,0
Train_1388,1,0,0,0
Train_1389,1,0,0,0
Train_1390,0,1,0,0
Train_1391,1,0,0,0
Train_1392,1,0,0,0
Train_1393,0,0,0,1
Train_1394,0,0,1,0
Train_1395,0,0,0,1
Train_1396,1,0,0,0
Train_1397,1,0,0,0
Train_1398,0,0,1,0
Train_1399,0,0,1,0
Train_1400,0,0,1,0
Train_1401,0,0,0,1
Train_1402,0,0,1,0
Train_1403,0,0,0,1
Train_1404,0,0,1,0
Train_1405,0,0,0,1
Train_1406,0,0,1,0
Train_1407,0,0,1,0
Train_1408,1,0,0,0
Train_1409,0,0,1,0
Train_1410,0,0,0,1
Train_1411,0,0,0,1
Train_1412,0,0,1,0
Train_1413,0,0,1,0
Train_1414,1,0,0,0
Train_1415,1,0,0,0
Train_1416,0,0,0,1
Train_1417,1,0,0,0
Train_1418,0,0,1,0
Train_1419,0,0,0,1
Train_1420,1,0,0,0
Train_1421,0,0,0,1
Train_1422,0,0,1,0
Train_1423,0,0,1,0
Train_1424,1,0,0,0
Train_1425,0,0,1,0
Train_1426,1,0,0,0
Train_1427,0,0,1,0
Train_1428,0,0,1,0
Train_1429,0,0,0,1
Train_1430,0,0,0,1
Train_1431,0,0,0,1
Train_1432,1,0,0,0
Train_1433,0,1,0,0
Train_1434,0,0,1,0
Train_1435,0,0,0,1
Train_1436,0,0,0,1
Train_1437,0,0,1,0
Train_1438,1,0,0,0
Train_1439,0,0,1,0
Train_1440,1,0,0,0
Train_1441,0,0,1,0
Train_1442,1,0,0,0
Train_1443,0,0,1,0
Train_1444,0,0,0,1
Train_1445,0,0,0,1
Train_1446,0,0,1,0
Train_1447,1,0,0,0
Train_1448,0,0,0,1
Train_1449,1,0,0,0
Train_1450,0,0,0,1
Train_1451,0,0,1,0
Train_1452,0,0,0,1
Train_1453,0,0,1,0
Train_1454,0,1,0,0
Train_1455,0,0,1,0
Train_1456,0,0,0,1
Train_1457,1,0,0,0
Train_1458,0,0,1,0
Train_1459,1,0,0,0
Train_1460,0,0,0,1
Train_1461,0,0,1,0
Train_1462,0,0,1,0
Train_1463,1,0,0,0
Train_1464,0,0,0,1
Train_1465,0,0,1,0
Train_1466,1,0,0,0
Train_1467,0,0,0,1
Train_1468,0,1,0,0
Train_1469,0,0,1,0
Train_1470,0,0,0,1
Train_1471,0,0,1,0
Train_1472,0,0,1,0
Train_1473,0,0,0,1
Train_1474,1,0,0,0
Train_1475,0,0,1,0
Train_1476,1,0,0,0
Train_1477,1,0,0,0
Train_1478,1,0,0,0
Train_1479,1,0,0,0
Train_1480,0,0,1,0
Train_1481,0,0,0,1
Train_1482,1,0,0,0
Train_1483,0,0,0,1
Train_1484,0,0,0,1
Train_1485,0,0,1,0
Train_1486,0,0,1,0
Train_1487,0,0,1,0
Train_1488,0,0,0,1
Train_1489,1,0,0,0
Train_1490,0,0,1,0
Train_1491,0,0,1,0
Train_1492,0,0,1,0
Train_1493,0,0,0,1
Train_1494,0,1,0,0
Train_1495,0,0,0,1
Train_1496,1,0,0,0
Train_1497,1,0,0,0
Train_1498,0,0,0,1
Train_1499,0,0,1,0
Train_1500,0,0,0,1
Train_1501,0,0,0,1
Train_1502,0,0,1,0
Train_1503,0,0,0,1
Train_1504,1,0,0,0
Train_1505,0,0,0,1
Train_1506,0,0,0,1
Train_1507,0,0,0,1
Train_1508,1,0,0,0
Train_1509,0,0,1,0
Train_1510,0,0,1,0
Train_1511,0,0,1,0
Train_1512,0,0,1,0
Train_1513,1,0,0,0
Train_1514,0,1,0,0
Train_1515,0,0,1,0
Train_1516,0,0,1,0
Train_1517,1,0,0,0
Train_1518,0,0,0,1
Train_1519,0,0,0,1
Train_1520,0,0,0,1
Train_1521,0,0,0,1
Train_1522,0,0,0,1
Train_1523,0,0,0,1
Train_1524,0,0,1,0
Train_1525,0,0,1,0
Train_1526,0,1,0,0
Train_1527,0,0,1,0
Train_1528,1,0,0,0
Train_1529,0,0,0,1
Train_1530,1,0,0,0
Train_1531,0,1,0,0
Train_1532,0,0,0,1
Train_1533,1,0,0,0
Train_1534,0,0,0,1
Train_1535,0,0,1,0
Train_1536,0,1,0,0
Train_1537,0,0,0,1
Train_1538,1,0,0,0
Train_1539,1,0,0,0
Train_1540,0,0,1,0
Train_1541,1,0,0,0
Train_1542,0,0,0,1
Train_1543,0,0,0,1
Train_1544,0,0,0,1
Train_1545,0,0,1,0
Train_1546,1,0,0,0
Train_1547,0,0,1,0
Train_1548,1,0,0,0
Train_1549,1,0,0,0
Train_1550,0,0,0,1
Train_1551,0,0,1,0
Train_1552,1,0,0,0
Train_1553,0,0,0,1
Train_1554,0,1,0,0
Train_1555,1,0,0,0
Train_1556,1,0,0,0
Train_1557,1,0,0,0
Train_1558,0,1,0,0
Train_1559,1,0,0,0
Train_1560,0,0,1,0
Train_1561,0,0,1,0
Train_1562,1,0,0,0
Train_1563,1,0,0,0
Train_1564,1,0,0,0
Train_1565,0,0,1,0
Train_1566,0,0,1,0
Train_1567,0,0,1,0
Train_1568,0,0,0,1
Train_1569,0,0,1,0
Train_1570,0,0,0,1
Train_1571,0,0,1,0
Train_1572,0,0,0,1
Train_1573,0,1,0,0
Train_1574,0,0,1,0
Train_1575,1,0,0,0
Train_1576,0,0,1,0
Train_1577,0,1,0,0
Train_1578,0,0,1,0
Train_1579,0,0,1,0
Train_1580,0,0,0,1
Train_1581,0,0,1,0
Train_1582,0,0,0,1
Train_1583,1,0,0,0
Train_1584,0,0,1,0
Train_1585,1,0,0,0
Train_1586,0,0,0,1
Train_1587,1,0,0,0
Train_1588,0,0,0,1
Train_1589,0,0,0,1
Train_1590,1,0,0,0
Train_1591,0,0,1,0
Train_1592,0,0,1,0
Train_1593,1,0,0,0
Train_1594,0,0,1,0
Train_1595,0,0,1,0
Train_1596,0,0,1,0
Train_1597,1,0,0,0
Train_1598,1,0,0,0
Train_1599,0,0,1,0
Train_1600,1,0,0,0
Train_1601,1,0,0,0
Train_1602,0,0,1,0
Train_1603,0,0,1,0
Train_1604,1,0,0,0
Train_1605,1,0,0,0
Train_1606,0,0,1,0
Train_1607,0,0,1,0
Train_1608,1,0,0,0
Train_1609,0,1,0,0
Train_1610,1,0,0,0
Train_1611,1,0,0,0
Train_1612,1,0,0,0
Train_1613,0,0,1,0
Train_1614,1,0,0,0
Train_1615,1,0,0,0
Train_1616,1,0,0,0
Train_1617,1,0,0,0
Train_1618,0,1,0,0
Train_1619,0,0,0,1
Train_1620,0,0,0,1
Train_1621,1,0,0,0
Train_1622,0,0,0,1
Train_1623,0,0,0,1
Train_1624,0,0,1,0
Train_1625,0,0,1,0
Train_1626,0,0,1,0
Train_1627,0,0,0,1
Train_1628,0,0,0,1
Train_1629,0,0,1,0
Train_1630,0,0,1,0
Train_1631,1,0,0,0
Train_1632,0,0,0,1
Train_1633,1,0,0,0
Train_1634,1,0,0,0
Train_1635,1,0,0,0
Train_1636,0,0,0,1
Train_1637,0,0,0,1
Train_1638,0,0,0,1
Train_1639,0,0,0,1
Train_1640,0,0,1,0
Train_1641,0,1,0,0
Train_1642,0,0,1,0
Train_1643,0,0,0,1
Train_1644,0,0,1,0
Train_1645,0,0,0,1
Train_1646,1,0,0,0
Train_1647,0,0,0,1
Train_1648,0,1,0,0
Train_1649,0,0,1,0
Train_1650,0,0,0,1
Train_1651,0,0,1,0
Train_1652,0,0,0,1
Train_1653,1,0,0,0
Train_1654,1,0,0,0
Train_1655,0,0,1,0
Train_1656,1,0,0,0
Train_1657,0,0,1,0
Train_1658,0,0,0,1
Train_1659,0,0,0,1
Train_1660,0,0,0,1
Train_1661,1,0,0,0
Train_1662,0,1,0,0
Train_1663,1,0,0,0
Train_1664,0,1,0,0
Train_1665,0,0,1,0
Train_1666,1,0,0,0
Train_1667,1,0,0,0
Train_1668,0,0,1,0
Train_1669,1,0,0,0
Train_1670,1,0,0,0
Train_1671,0,0,1,0
Train_1672,1,0,0,0
Train_1673,0,0,0,1
Train_1674,0,0,1,0
Train_1675,1,0,0,0
Train_1676,1,0,0,0
Train_1677,0,0,1,0
Train_1678,0,0,1,0
Train_1679,0,0,1,0
Train_1680,0,0,0,1
Train_1681,1,0,0,0
Train_1682,1,0,0,0
Train_1683,1,0,0,0
Train_1684,0,0,1,0
Train_1685,0,0,0,1
Train_1686,0,0,1,0
Train_1687,1,0,0,0
Train_1688,0,0,0,1
Train_1689,0,0,1,0
Train_1690,0,0,0,1
Train_1691,1,0,0,0
Train_1692,0,0,0,1
Train_1693,1,0,0,0
Train_1694,1,0,0,0
Train_1695,0,0,1,0
Train_1696,0,0,0,1
Train_1697,1,0,0,0
Train_1698,1,0,0,0
Train_1699,0,0,1,0
Train_1700,0,0,0,1
Train_1701,0,0,0,1
Train_1702,0,0,0,1
Train_1703,0,0,0,1
Train_1704,0,0,0,1
Train_1705,0,0,0,1
Train_1706,1,0,0,0
Train_1707,0,0,1,0
Train_1708,0,1,0,0
Train_1709,0,0,1,0
Train_1710,0,0,1,0
Train_1711,0,0,0,1
Train_1712,0,0,1,0
Train_1713,0,0,0,1
Train_1714,0,0,1,0
Train_1715,0,0,0,1
Train_1716,0,0,0,1
Train_1717,0,0,0,1
Train_1718,0,0,1,0
Train_1719,0,0,0,1
Train_1720,0,0,1,0
Train_1721,0,0,0,1
Train_1722,0,0,1,0
Train_1723,1,0,0,0
Train_1724,1,0,0,0
Train_1725,0,0,1,0
Train_1726,0,0,1,0
Train_1727,0,0,0,1
Train_1728,0,0,0,1
Train_1729,0,0,1,0
Train_1730,0,0,0,1
Train_1731,1,0,0,0
Train_1732,0,0,1,0
Train_1733,1,0,0,0
Train_1734,1,0,0,0
Train_1735,1,0,0,0
Train_1736,0,0,1,0
Train_1737,0,0,0,1
Train_1738,0,0,1,0
Train_1739,0,0,0,1
Train_1740,0,0,1,0
Train_1741,1,0,0,0
Train_1742,0,0,0,1
Train_1743,0,0,1,0
Train_1744,0,0,0,1
Train_1745,0,0,1,0
Train_1746,0,0,1,0
Train_1747,0,0,0,1
Train_1748,1,0,0,0
Train_1749,0,0,1,0
Train_1750,1,0,0,0
Train_1751,0,0,0,1
Train_1752,0,0,1,0
Train_1753,0,0,1,0
Train_1754,0,0,0,1
Train_1755,0,0,1,0
Train_1756,0,0,0,1
Train_1757,0,0,1,0
Train_1758,0,0,0,1
Train_1759,0,0,0,1
Train_1760,1,0,0,0
Train_1761,0,0,0,1
Train_1762,0,0,0,1
Train_1763,0,0,1,0
Train_1764,0,0,1,0
Train_1765,0,0,0,1
Train_1766,0,0,1,0
Train_1767,0,0,0,1
Train_1768,0,0,0,1
Train_1769,0,0,0,1
Train_1770,1,0,0,0
Train_1771,0,0,1,0
Train_1772,0,0,1,0
Train_1773,0,0,1,0
Train_1774,1,0,0,0
Train_1775,0,0,1,0
Train_1776,1,0,0,0
Train_1777,1,0,0,0
Train_1778,1,0,0,0
Train_1779,0,1,0,0
Train_1780,0,1,0,0
Train_1781,1,0,0,0
Train_1782,1,0,0,0
Train_1783,0,0,1,0
Train_1784,0,1,0,0
Train_1785,0,0,1,0
Train_1786,0,0,1,0
Train_1787,0,0,0,1
Train_1788,0,0,1,0
Train_1789,1,0,0,0
Train_1790,0,0,1,0
Train_1791,0,0,1,0
Train_1792,0,0,1,0
Train_1793,0,0,0,1
Train_1794,1,0,0,0
Train_1795,0,0,1,0
Train_1796,0,0,1,0
Train_1797,0,0,1,0
Train_1798,0,0,1,0
Train_1799,1,0,0,0
Train_1800,0,0,0,1
Train_1801,0,0,0,1
Train_1802,0,0,1,0
Train_1803,1,0,0,0
Train_1804,0,0,0,1
Train_1805,0,0,1,0
Train_1806,0,0,0,1
Train_1807,1,0,0,0
Train_1808,1,0,0,0
Train_1809,0,0,0,1
Train_1810,1,0,0,0
Train_1811,0,0,1,0
Train_1812,0,0,0,1
Train_1813,0,0,1,0
Train_1814,1,0,0,0
Train_1815,0,1,0,0
Train_1816,0,0,0,1
Train_1817,1,0,0,0
Train_1818,1,0,0,0
Train_1819,0,0,1,0
Train_1820,0,0,0,1
